Time,RMS
2017-04-12 11:29:41,0.174655693664521
2017-04-12 11:29:42,0.55511925441917
2017-04-12 11:29:43,0.294387842199946
2017-04-12 11:29:44,0.197276717143728
2017-04-12 11:29:45,0.577740277898377
2017-04-12 11:29:46,0.480629152842159
2017-04-12 11:29:47,0.861092713596808
2017-04-12 11:29:48,0.241556274351457
2017-04-12 11:29:49,0.144445149295239
2017-04-12 11:29:50,0.524908710049888
2017-04-12 11:29:51,0.42779758499367
2017-04-12 11:29:52,0.80826114574832
2017-04-12 11:29:53,0.547529733529095
2017-04-12 11:29:54,0.450418608472877
2017-04-12 11:29:55,0.830882169227527
2017-04-12 11:29:56,0.211345729982176
2017-04-12 11:29:57,0.114234604925958
2017-04-12 11:29:58,0.494698165680607
2017-04-12 11:29:59,0.397587040624389
2017-04-12 11:30:00,0.778050601379038
2017-04-12 11:30:01,0.158514162133687
2017-04-12 11:30:02,0.0614030370774693
2017-04-12 11:30:03,0.800671624858245
2017-04-12 11:30:04,0.181135185612894
2017-04-12 11:30:05,0.0840240605566763
2017-04-12 11:30:06,0.464487621311325
2017-04-12 11:30:07,0.844951182065975
2017-04-12 11:30:08,0.747840057009757
2017-04-12 11:30:09,0.128303617764406
2017-04-12 11:30:10,0.0311924927081878
2017-04-12 11:30:11,0.411656053462837
2017-04-12 11:30:12,0.792119614217486
2017-04-12 11:30:13,0.531388201998262
2017-04-12 11:30:14,0.434277076942044
2017-04-12 11:30:15,0.814740637696693
2017-04-12 11:30:16,0.717629512640475
2017-04-12 11:30:17,0.0980930733951242
2017-04-12 11:30:18,0.478556634149773
2017-04-12 11:30:19,0.381445509093555
2017-04-12 11:30:20,0.761909069848205
2017-04-12 11:30:21,0.664797944791987
2017-04-12 11:30:22,0.0452615055466357
2017-04-12 11:30:23,0.784530093327412
2017-04-12 11:30:24,0.687418968271194
2017-04-12 11:30:25,0.0678825290258427
2017-04-12 11:30:26,0.448346089780492
2017-04-12 11:30:27,0.351234964724274
2017-04-12 11:30:28,0.731698525478923
2017-04-12 11:30:29,0.634587400422705
2017-04-12 11:30:30,0.0150509611773542
2017-04-12 11:30:31,0.395514521932003
2017-04-12 11:30:32,0.134783109712779
2017-04-12 11:30:33,0.0376719846565612
2017-04-12 11:30:34,0.41813554541121
2017-04-12 11:30:35,0.321024420354992
2017-04-12 11:30:36,0.701487981109642
2017-04-12 11:30:37,0.0819515418642906
2017-04-12 11:30:38,0.984840416808073
2017-04-12 11:30:39,0.365303977562722
2017-04-12 11:30:40,0.268192852506504
2017-04-12 11:30:41,0.648656413261153
2017-04-12 11:30:42,0.387925001041929
2017-04-12 11:30:43,0.768388561796578
2017-04-12 11:30:44,0.67127743674036
2017-04-12 11:30:45,0.0517409974950091
2017-04-12 11:30:46,0.954629872438791
