Time,RMS
2017-04-12 11:31:01,0.743796388499344
2017-04-12 11:31:02,0.124259949253993
2017-04-12 11:31:03,0.0271488241977751
2017-04-12 11:31:04,0.766417411978551
2017-04-12 11:31:05,0.1468809727332
2017-04-12 11:31:06,0.0497698476769821
2017-04-12 11:31:07,0.430233408431631
2017-04-12 11:31:08,0.81069696918628
2017-04-12 11:31:09,0.713585844130062
2017-04-12 11:31:10,0.0940494048847116
2017-04-12 11:31:11,0.996938279828494
2017-04-12 11:31:12,0.377401840583143
2017-04-12 11:31:13,0.757865401337792
2017-04-12 11:31:14,0.497133989118568
2017-04-12 11:31:15,0.40002286406235
2017-04-12 11:31:16,0.780486424816999
2017-04-12 11:31:17,0.683375299760781
2017-04-12 11:31:18,0.06383886051543
2017-04-12 11:31:19,0.444302421270079
2017-04-12 11:31:20,0.347191296213861
2017-04-12 11:31:21,0.72765485696851
2017-04-12 11:31:22,0.630543731912292
2017-04-12 11:31:23,0.0110072926669416
2017-04-12 11:31:24,0.750275880447717
2017-04-12 11:31:25,0.130739441202366
2017-04-12 11:31:26,0.0336283161461485
2017-04-12 11:31:27,0.414091876900798
2017-04-12 11:31:28,0.31698075184458
2017-04-12 11:31:29,0.697444312599229
2017-04-12 11:31:30,0.600333187543011
2017-04-12 11:31:31,0.98079674829766
2017-04-12 11:31:32,0.361260309052309
2017-04-12 11:31:33,0.100528896833085
2017-04-12 11:31:34,0.00341777177686699
2017-04-12 11:31:35,0.383881332531516
2017-04-12 11:31:36,0.286770207475298
2017-04-12 11:31:37,0.667233768229947
2017-04-12 11:31:38,0.0476973289845965
2017-04-12 11:31:39,0.950586203928379
2017-04-12 11:31:40,0.331049764683028
2017-04-12 11:31:41,0.23393863962681
2017-04-12 11:31:42,0.614402200381459
2017-04-12 11:31:43,0.353670788162235
2017-04-12 11:31:44,0.734134348916884
2017-04-12 11:31:45,0.637023223860666
2017-04-12 11:31:46,0.0174867846153149
2017-04-12 11:31:47,0.920375659559097
2017-04-12 11:31:48,0.300839220313746
2017-04-12 11:31:49,0.681302781068395
2017-04-12 11:31:50,0.584191656012177
2017-04-12 11:31:51,0.964655216766826
2017-04-12 11:31:52,0.867544091710609
2017-04-12 11:31:53,0.606812679491384
2017-04-12 11:31:54,0.987276240246033
2017-04-12 11:31:55,0.367739801000683
2017-04-12 11:31:56,0.270628675944465
2017-04-12 11:31:57,0.651092236699114
2017-04-12 11:31:58,0.553981111642896
2017-04-12 11:31:59,0.934444672397545
2017-04-12 11:32:00,0.837333547341327
2017-04-12 11:32:01,0.217797108095976
2017-04-12 11:32:02,0.598260668850625
2017-04-12 11:32:03,0.337529256631401
2017-04-12 11:32:04,0.240418131575183
2017-04-12 11:32:05,0.620881692329832
2017-04-12 11:32:06,0.523770567273614
