Time,RMS
2017-04-12 10:40:03,0.765906918684909
2017-04-12 10:40:04,0.146370479439558
2017-04-12 10:40:05,0.0492593543833398
2017-04-12 10:40:06,0.429722915137989
2017-04-12 10:40:07,0.332611790081771
2017-04-12 10:40:08,0.71307535083642
2017-04-12 10:40:09,0.0935389115910693
2017-04-12 10:40:10,0.996427786534851
2017-04-12 10:40:11,0.3768913472895
2017-04-12 10:40:12,0.116159935070276
2017-04-12 10:40:13,0.0190488100140583
2017-04-12 10:40:14,0.399512370768707
2017-04-12 10:40:15,0.779975931523357
2017-04-12 10:40:16,0.682864806467139
2017-04-12 10:40:17,0.0633283672217877
2017-04-12 10:40:18,0.96621724216557
2017-04-12 10:40:19,0.346680802920219
2017-04-12 10:40:20,0.727144363674868
2017-04-12 10:40:21,0.63003323861865
2017-04-12 10:40:22,0.369301826399426
2017-04-12 10:40:23,0.749765387154075
2017-04-12 10:40:24,0.652654262097857
2017-04-12 10:40:25,0.0331178228525062
2017-04-12 10:40:26,0.413581383607155
2017-04-12 10:40:27,0.316470258550937
2017-04-12 10:40:28,0.696933819305587
2017-04-12 10:40:29,0.599822694249369
2017-04-12 10:40:30,0.980286255004018
2017-04-12 10:40:31,0.8831751299478
2017-04-12 10:40:32,0.622443717728576
2017-04-12 10:40:33,0.0029072784832247
2017-04-12 10:40:34,0.383370839237874
2017-04-12 10:40:35,0.286259714181656
2017-04-12 10:40:36,0.666723274936305
2017-04-12 10:40:37,0.569612149880087
2017-04-12 10:40:38,0.950075710634736
2017-04-12 10:40:39,0.330539271389385
2017-04-12 10:40:40,0.233428146333167
2017-04-12 10:40:41,0.613891707087816
2017-04-12 10:40:42,0.353160294868592
2017-04-12 10:40:43,0.256049169812374
2017-04-12 10:40:44,0.636512730567024
2017-04-12 10:40:45,0.0169762913216726
2017-04-12 10:40:46,0.919865166265455
2017-04-12 10:40:47,0.300328727020104
2017-04-12 10:40:48,0.203217601963886
2017-04-12 10:40:49,0.583681162718535
2017-04-12 10:40:50,0.964144723473184
2017-04-12 10:40:51,0.70341331125396
2017-04-12 10:40:52,0.606302186197742
2017-04-12 10:40:53,0.986765746952391
2017-04-12 10:40:54,0.889654621896173
2017-04-12 10:40:55,0.270118182650822
2017-04-12 10:40:56,0.650581743405471
2017-04-12 10:40:57,0.553470618349253
2017-04-12 10:40:58,0.933934179103903
2017-04-12 10:40:59,0.836823054047685
2017-04-12 10:41:00,0.217286614802334
2017-04-12 10:41:01,0.95655520258311
2017-04-12 10:41:02,0.859444077526892
2017-04-12 10:41:03,0.239907638281541
2017-04-12 10:41:04,0.62037119903619
2017-04-12 10:41:05,0.523260073979972
2017-04-12 10:41:06,0.903723634734621
2017-04-12 10:41:07,0.806612509678403
2017-04-12 10:41:08,0.187076070433052
